122 1734193689 0,400000 -1,000000 -101,000000 0,000000 0,000000
122 1734193690 0,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193694 23,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193695 23,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193696 23,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193697 23,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193698 23,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193699 14,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193700 14,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193701 14,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193702 14,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193703 14,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193704 6,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193705 6,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193706 6,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193707 6,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193708 6,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193709 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193710 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193711 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193712 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193713 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193714 4,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193715 4,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193716 4,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193717 4,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193718 4,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193719 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193720 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193721 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193722 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193723 3,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193729 2,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193730 2,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193731 2,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193732 2,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193733 2,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193739 2,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193740 2,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193741 2,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193742 2,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193743 2,000000 -1,000000 -101,000000 0,000000 0,000000
122 1734193691 0,400000 -1,000000 -101,000000 0,000000 0,000000
122 1734193692 0,400000 -1,000000 -101,000000 0,000000 0,000000
122 1734193693 0,400000 -1,000000 -101,000000 0,000000 0,000000
122 1734193749 0,400000 -1,000000 -101,000000 0,000000 0,000000
122 1734193750 0,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193754 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193755 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193756 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193757 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193758 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193759 3,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193760 3,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193761 3,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193762 3,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193763 3,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193764 8,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193765 8,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193766 8,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193767 8,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193768 8,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193769 2,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193770 2,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193771 2,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193772 2,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193773 2,800000 -1,000000 -101,000000 0,000000 0,000000
140 1734193774 5,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193775 5,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193776 5,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193777 5,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193778 5,200000 -1,000000 -101,000000 0,000000 0,000000
140 1734193779 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193780 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193781 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193782 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193783 4,000000 -1,000000 -101,000000 0,000000 0,000000
140 1734193784 5,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193785 5,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193786 5,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193787 5,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193788 5,600000 -1,000000 -101,000000 0,000000 0,000000
140 1734193789 0,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193790 0,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193791 0,400000 -1,000000 -101,000000 0,000000 0,000000
140 1734193792 0,400000 -1,000000 -101,000000 0,000000 0,000000
