112 1734193689 4,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193690 4,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193691 4,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193692 4,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193693 4,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193694 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193695 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193696 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193697 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193698 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193699 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193700 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193701 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193702 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193703 3,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193704 2,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193705 2,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193706 2,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193707 2,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193708 2,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193709 2,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193710 2,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193711 2,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193712 2,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193713 2,000000 -1,000000 -101,000000 0,000000 0,000000
112 1734193714 3,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193715 3,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193716 3,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193717 3,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193718 3,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193719 1,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193720 1,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193721 1,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193722 1,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193723 1,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193724 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193725 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193726 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193727 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193728 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193729 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193730 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193731 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193732 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193733 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1734193734 0,400000 -1,000000 -101,000000 0,000000 0,000000
112 1734193735 0,400000 -1,000000 -101,000000 0,000000 0,000000
112 1734193736 0,400000 -1,000000 -101,000000 0,000000 0,000000
112 1734193737 0,400000 -1,000000 -101,000000 0,000000 0,000000
112 1734193738 0,400000 -1,000000 -101,000000 0,000000 0,000000
